district_en,district_th,amphure_en,amphure_th,province_en,province_th,zipcode,province_code,district_code,amphure_code,geo_code
Non Samran,โนนสำราญ,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330415,3304,3
Nong Ya Lat,หนองหญ้าลาด,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330416,3304,3
*Nong Ngu Luam,*หนองงูเหลือม,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,0,33,330417,3304,3
*Tha Klor,*ท่าคล้อ,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,0,33,330418,3304,3
Sao Thong Chai,เสาธงชัย,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330419,3304,3
Khanun,ขนุน,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330420,3304,3
Suan Kluai,สวนกล้วย,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330421,3304,3
*Nong Hang,*หนองฮาง,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,0,33,330422,3304,3
Wiang Nuea,เวียงเหนือ,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330423,3304,3
Thung Yai,ทุ่งใหญ่,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330424,3304,3
Phu Pha Mok,ภูผาหมอก,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,33110,33,330425,3304,3
*Sra Yao,*สระเยาว์,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,0,33,330496,3304,3
*Ping Puay,*พิงพวย,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,0,33,330497,3304,3
*Sri Kaew,*ศรีแก้ว,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,0,33,330498,3304,3
*Toom,*ตูม,Kantharalak,กันทรลักษ์,Si Sa Ket,ศรีสะเกษ,0,33,330499,3304,3
Kanthararom,กันทรารมย์,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330501,3305,3
Chakong,จะกง,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330502,3305,3
Chai Di,ใจดี,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330503,3305,3
Dong Kammet,ดองกำเม็ด,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330504,3305,3
Sano,โสน,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330505,3305,3
Prue Yai,ปรือใหญ่,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330506,3305,3
Sadao Yai,สะเดาใหญ่,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330507,3305,3
Ta Ut,ตาอุด,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330508,3305,3
Huai Nuea,ห้วยเหนือ,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330509,3305,3
Huai Tai,ห้วยใต้,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330510,3305,3
Hua Suea,หัวเสือ,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330511,3305,3
*La Lom,*ละลม,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,0,33,330512,3305,3
Takhian,ตะเคียน,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330513,3305,3
*Khok Tan,*โคกตาล,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,0,33,330514,3305,3
Nikhom Phatthana,นิคมพัฒนา,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330515,3305,3
*Huai Ta Mon,*ห้วยตามอญ,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,0,33,330516,3305,3
Khok Phet,โคกเพชร,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330517,3305,3
Prasat,ปราสาท,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330518,3305,3
*Ta Khian Ram,*ตะเคียนราม,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,0,33,330519,3305,3
*Huai Tik Chu,*ห้วยติ๊กชู,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,0,33,330520,3305,3
Samrong Ta Chen,สำโรงตาเจ็น,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330521,3305,3
Huai Samran,ห้วยสำราญ,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330522,3305,3
*Dong Rak,*ดงรัก,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,0,33,330523,3305,3
Kritsana,กฤษณา,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330524,3305,3
Lom Sak,ลมศักดิ์,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330525,3305,3
Nong Chalong,หนองฉลอง,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330526,3305,3
Si Trakun,ศรีตระกูล,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330527,3305,3
Si Sa-at,ศรีสะอาด,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,33140,33,330528,3305,3
*La Lom,*ละลม,Khukhan,ขุขันธ์,Si Sa Ket,ศรีสะเกษ,0,33,330599,3305,3
Phrai Bueng,ไพรบึง,Phrai Bueng,ไพรบึง,Si Sa Ket,ศรีสะเกษ,33180,33,330601,3306,3
Din Daeng,ดินแดง,Phrai Bueng,ไพรบึง,Si Sa Ket,ศรีสะเกษ,33180,33,330602,3306,3
Prasat Yoe,ปราสาทเยอ,Phrai Bueng,ไพรบึง,Si Sa Ket,ศรีสะเกษ,33180,33,330603,3306,3
Samrong Phlan,สำโรงพลัน,Phrai Bueng,ไพรบึง,Si Sa Ket,ศรีสะเกษ,33180,33,330604,3306,3
Suk Sawat,สุขสวัสดิ์,Phrai Bueng,ไพรบึง,Si Sa Ket,ศรีสะเกษ,33180,33,330605,3306,3
Non Pun,โนนปูน,Phrai Bueng,ไพรบึง,Si Sa Ket,ศรีสะเกษ,33180,33,330606,3306,3
Phimai,พิมาย,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330701,3307,3
Ku,กู่,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330702,3307,3
Nong Chiang Thun,หนองเชียงทูน,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330703,3307,3
Tum,ตูม,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330704,3307,3
Samo,สมอ,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330705,3307,3
Pho Si,โพธิ์ศรี,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330706,3307,3
Samrong Prasat,สำโรงปราสาท,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330707,3307,3
Du,ดู่,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330708,3307,3
Sawai,สวาย,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330709,3307,3
Phimai Nuea,พิมายเหนือ,Prang Ku,ปรางค์กู่,Si Sa Ket,ศรีสะเกษ,33170,33,330710,3307,3
Si,สิ,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330801,3308,3
Bak Dong,บักดอง,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330802,3308,3
Phran,พราน,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330803,3308,3
Pho Wong,โพธิ์วงศ์,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330804,3308,3
Phrai,ไพร,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330805,3308,3
Krawan,กระหวัน,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330806,3308,3
Khun Han,ขุนหาญ,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330807,3308,3
Non Sung,โนนสูง,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330808,3308,3
Kanthrom,กันทรอม,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330809,3308,3
Phu Fai,ภูฝ้าย,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330810,3308,3
Pho Krasang,โพธิ์กระสังข์,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330811,3308,3
Huai Chan,ห้วยจันทร์,Khun Han,ขุนหาญ,Si Sa Ket,ศรีสะเกษ,33150,33,330812,3308,3
Mueang Khong,เมืองคง,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330901,3309,3
Muang Khaen,เมืองแคน,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330902,3309,3
Nong Khae,หนองแค,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330903,3309,3
*Kung,กุง*,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,0,33,330904,3309,3
Kleek Ling*,คลีกลิ้ง*,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,0,33,330905,3309,3
Chik Sang Thong,จิกสังข์ทอง,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330906,3309,3
Dan,ด่าน,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330907,3309,3
Du,ดู่,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330908,3309,3
Nong Ueng,หนองอึ่ง,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330909,3309,3
Bua Hung,บัวหุ่ง,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330910,3309,3
Phai,ไผ่,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330911,3309,3
Som Poi,ส้มป่อย,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330912,3309,3
Nong Mi,หนองหมี,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330913,3309,3
Wan Kham,หว้านคำ,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330914,3309,3
Sang Pi,สร้างปี่,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,33160,33,330915,3309,3
Jod Maung*,โจดม่วง*,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,0,33,330916,3309,3
Nong Bua Dong*,หนองบัวดง*,Rasi Salai,ราษีไศล,Si Sa Ket,ศรีสะเกษ,0,33,330917,3309,3
Kamphaeng,กำแพง,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331001,3310,3
I Lam,อี่หล่ำ,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331002,3310,3
Kan Lueang,ก้านเหลือง,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331003,3310,3
Thung Chai,ทุ่งไชย,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331004,3310,3
Samrong,สำโรง,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331005,3310,3
Khaem,แขม,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331006,3310,3
Nong Hai,หนองไฮ,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331007,3310,3
Khayung,ขะยูง,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331008,3310,3
*Ta Kon,*ตาโกน,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,0,33,331009,3310,3
Ta Ket,ตาเกษ,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331010,3310,3
Hua Chang,หัวช้าง,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331011,3310,3
Rang Raeng,รังแร้ง,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331012,3310,3
*Mueang Chan,*เมืองจันทร์,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,0,33,331013,3310,3
Tae,แต้,Uthumphon Phisai,อุทุมพรพิสัย,Si Sa Ket,ศรีสะเกษ,33120,33,331014,3310,3
